Breed;Age_in_years;Age_in_months;Gender;Neutered_or_spayed;Body_length;Weight;Fur_colour_dominant;Fur_pattern;Eye_colour;Allowed_outdoor;Preferred_food;Owner_play_time_minutes;Sleep_time_hours;Country;Latitude;Longitude
Angora;7.33;88;female;FALSE;39;4.3;white;solid;amber;FALSE;wet;16;13;USA;38.89511;-77.03637
Angora;5.17;62;female;FALSE;36;2.5;white;solid;amber;FALSE;wet;27;13;USA;45.52345;-122.67621
Angora;9.08;109;male;TRUE;58;5.2;black;bicolor;blue;FALSE;wet;30;20;USA;42.35843;-71.05977
Angora;9.17;110;female;FALSE;35;4.1;white;solid;green;FALSE;wet;20;16;USA;47.60621;-122.33207
Angora;6.5;78;male;TRUE;39;3.5;white;solid;amber;FALSE;wet;25;17;USA;38.89511;-77.03637
Angora;9.25;111;male;TRUE;38;5;white;solid;amber;FALSE;wet;27;16;USA;38.89511;-77.03637
Angora;9.25;111;male;FALSE;38;3.9;white;solid;amber;FALSE;wet;22;19;USA;38.89511;-77.03637
Angora;9.33;112;female;FALSE;36;3.9;white;solid;green;FALSE;wet;25;14;USA;38.89511;-77.03637
Angora;8.33;100;male;TRUE;41;4.1;white;solid;blue;FALSE;dry;18;14;USA;40.71427;-74.00597
Angora;4.25;51;female;FALSE;33;2.7;white;solid;amber;FALSE;dry;38;17;USA;40.71427;-74.00597
Angora;6.42;77;female;TRUE;36;2.5;white;solid;blue;TRUE;wet;19;17;USA;38.89511;-77.03637
Angora;9.5;114;female;TRUE;38;4.1;white;solid;blue;FALSE;wet;18;19;USA;42.35843;-71.05977
Angora;9.58;115;male;TRUE;36;4;white;solid;green;FALSE;dry;28;16;USA;40.71427;-74.00597
Angora;3;36;female;TRUE;39;3.1;white;solid;amber;FALSE;wet;28;13;USA;40.71427;-74.00597
Angora;9.58;115;male;TRUE;61;5;black;bicolor;blue;TRUE;wet;13;20;USA;40.71427;-74.00597
Angora;9.67;116;female;TRUE;36;4.1;white;solid;blue;FALSE;wet;17;20;USA;40.71427;-74.00597
Angora;5.92;71;female;TRUE;35;3.3;white;solid;blue;FALSE;wet;34;13;USA;40.71427;-74.00597
Angora;9.67;116;male;FALSE;39;5.2;white;solid;amber;FALSE;dry;14;18;USA;39.29038;-76.61219
Angora;9.67;116;female;FALSE;37;4.6;white;solid;blue;FALSE;wet;11;20;USA;39.29038;-76.61219
Angora;6.33;76;female;TRUE;38;4.8;white;solid;blue;FALSE;dry;16;13;UK;53.480759;-2.242631
Angora;8.42;101;male;FALSE;40;4.3;white;solid;amber;FALSE;wet;26;16;UK;53.800755;-1.549077
Angora;9.75;117;male;FALSE;38;4.4;white;solid;blue;FALSE;wet;18;18;UK;52.486244;-1.890401
Angora;9.75;117;male;FALSE;37;4.9;white;solid;blue;FALSE;wet;13;17;UK;52.486244;-1.890401
Angora;4;48;female;TRUE;37;2.6;black;bicolor;blue;FALSE;wet;30;14;UK;53.480759;-2.242631
Angora;3;36;female;TRUE;35;3.3;black;bicolor;blue;FALSE;dry;23;14;UK;51.507351;-0.127758
Angora;9.83;118;female;FALSE;35;4.9;white;solid;blue;FALSE;wet;11;17;UK;52.486244;-1.890401
Angora;9.83;118;female;TRUE;39;2.9;white;solid;amber;TRUE;dry;6;14;UK;53.480759;-2.242631
Angora;9.83;118;male;FALSE;48;5.2;red/cream;tabby;blue;FALSE;dry;22;16;UK;53.408371;-2.991573
Angora;8.42;101;female;TRUE;36;4;white;solid;blue;TRUE;wet;18;20;UK;53.480759;-2.242631
Angora;4.92;59;female;TRUE;35;2.9;white;solid;amber;FALSE;dry;38;13;UK;51.507351;-0.127758
Angora;7.08;85;male;FALSE;40;5;black;tortie;blue;FALSE;wet;39;17;UK;52.486244;-1.890401
Angora;5.08;61;female;FALSE;33;2.4;white;solid;blue;FALSE;wet;13;13;UK;53.800755;-1.549077
Angora;10;120;male;FALSE;36;3.8;white;solid;amber;FALSE;wet;23;14;UK;53.480759;-2.242631
Angora;11.25;135;male;TRUE;40;4.4;white;solid;blue;FALSE;wet;13;18;UK;53.480759;-2.242631
Angora;10;120;female;TRUE;37;3.7;white;solid;blue;TRUE;wet;19;17;USA;40.71427;-74.00597
Angora;5.83;70;female;TRUE;35;2.6;red/cream;solid;blue;FALSE;wet;23;13;USA;41.881832;-87.623177
Maine coon;0.25;3;female;FALSE;22;3.3;brown/chocolate;tabby;blue;FALSE;wet;50;16;USA;37.77493;-122.41942
Maine coon;0.17;2;male;FALSE;25;3.7;white;solid;blue;FALSE;wet;60;16;USA;38.89511;-77.03637
Maine coon;0.42;5;male;FALSE;25;3.3;brown/chocolate;solid;yellow;FALSE;wet;20;16;USA;40.71427;-74.00597
Maine coon;0.5;6;male;FALSE;26;3.3;brown/chocolate;tabby;yellow;FALSE;wet;54;10;UK;53.408371;-2.991573
Maine coon;0.5;6;female;FALSE;30;3.5;brown/chocolate;tabby;yellow;FALSE;wet;39;10;UK;52.486244;-1.890401
Maine coon;0.5;6;female;FALSE;31;3;white;solid;blue;FALSE;wet;24;16;UK;51.507351;-0.127758
Maine coon;0.5;6;female;FALSE;34;3;black;tortie;yellow;FALSE;wet;41;13;UK;52.486244;-1.890401
Maine coon;0.58;7;male;FALSE;35;3.7;white;solid;blue;FALSE;wet;54;16;UK;51.507351;-0.127758
Maine coon;0.67;8;female;TRUE;36;3.2;brown/chocolate;tabby;blue;FALSE;wet;47;15;UK;53.480759;-2.242631
Maine coon;0.67;8;male;FALSE;38;3.6;white;solid;blue;FALSE;dry;40;16;UK;53.408371;-2.991573
Maine coon;0.67;8;male;TRUE;40;3.1;brown/chocolate;solid;yellow;FALSE;dry;54;18;UK;52.486244;-1.890401
Maine coon;5;60;female;FALSE;38;3.9;white;solid;blue;FALSE;wet;36;16;UK;51.507351;-0.127758
Maine coon;1.08;13;female;TRUE;42;3.1;black;solid;green;FALSE;wet;40;19;UK;52.486244;-1.890401
Maine coon;0.75;9;female;FALSE;34;3.6;white;solid;blue;FALSE;wet;28;20;UK;52.486244;-1.890401
Maine coon;0.75;9;female;TRUE;34;3.8;brown/chocolate;tabby;yellow;FALSE;wet;31;19;UK;51.507351;-0.127758
Maine coon;1.08;13;female;FALSE;31;3;white;solid;blue;FALSE;dry;28;16;UK;51.507351;-0.127758
Maine coon;0.75;9;male;FALSE;52;3.4;black;bicolor;yellow;FALSE;wet;22;20;UK;53.480759;-2.242631
Maine coon;4.83;58;female;TRUE;32;4;black;bicolor;yellow;FALSE;wet;21;13;UK;53.480759;-2.242631
Maine coon;3.67;44;female;TRUE;53;4;brown/chocolate;tabby;yellow;FALSE;wet;32;13;UK;51.507351;-0.127758
Maine coon;4.75;57;male;TRUE;56;4;red/cream;tabby;blue;FALSE;wet;44;13;UK;53.408371;-2.991573
Maine coon;1.08;13;female;TRUE;31;3.7;black;bicolor;green;FALSE;dry;28;18;UK;53.408371;-2.991573
Maine coon;0.92;11;female;FALSE;39;3;white;solid;blue;FALSE;wet;33;19;USA;41.881832;-87.623177
Maine coon;1.42;17;female;TRUE;37;3.2;white;solid;blue;FALSE;wet;27;18;USA;39.29038;-76.61219
Maine coon;1;12;male;TRUE;28;3.6;white;solid;blue;FALSE;wet;12;19;UK;52.486244;-1.890401
Maine coon;3.17;38;male;TRUE;32;3.9;white;solid;blue;TRUE;dry;28;17;UK;53.480759;-2.242631
Maine coon;1;12;male;FALSE;46;3.5;black;bicolor;yellow;FALSE;wet;17;17;UK;53.408371;-2.991573
Maine coon;1;12;female;TRUE;31;3.2;white;solid;blue;FALSE;wet;26;20;UK;53.800755;-1.549077
Maine coon;5.17;62;female;FALSE;38;4;brown/chocolate;tabby;green;FALSE;wet;38;13;UK;53.408371;-2.991573
Maine coon;6.58;79;male;FALSE;48;3.9;black;solid;yellow;FALSE;wet;36;13;France;47.218371;-1.553621
Maine coon;1.08;13;male;FALSE;55;3.8;black;solid;yellow;FALSE;wet;36;18;France;47.218371;-1.553621
Maine coon;4;48;male;FALSE;54;4;white;solid;yellow;FALSE;wet;11;13;France;48.864716;2.349014
Maine coon;4.5;54;male;TRUE;60;5.2;black;solid;blue;FALSE;dry;16;13;France;43.296482;5.36978
Maine coon;1.17;14;female;TRUE;35;3.3;white;solid;blue;FALSE;dry;18;18;France;47.218371;-1.553621
Maine coon;1.17;14;male;FALSE;35;4.3;black;bicolor;yellow;FALSE;wet;11;19;France;43.296482;5.36978
Maine coon;1.33;16;male;TRUE;56;3.8;black;solid;yellow;FALSE;wet;22;21;France;44.837789;-0.57918
Maine coon;1.33;16;female;TRUE;50;3.3;black;solid;yellow;FALSE;wet;17;21;France;48.864716;2.349014
Maine coon;5.58;67;male;TRUE;56;4.2;black;solid;yellow;FALSE;wet;17;16;France;48.864716;2.349014
Maine coon;1.42;17;female;FALSE;30;3.2;black;bicolor;yellow;FALSE;dry;39;18;France;45.76342;4.834277
Maine coon;1.42;17;male;TRUE;47;3.6;red/cream;tabby;yellow;FALSE;wet;22;19;France;44.837789;-0.57918
Maine coon;1.5;18;male;FALSE;46;4.3;brown/chocolate;tabby;yellow;FALSE;dry;13;18;France;47.218371;-1.553621
Maine coon;1.5;18;female;FALSE;38;3.2;brown/chocolate;tabby;blue;FALSE;dry;17;15;France;48.864716;2.349014
Maine coon;1.58;19;female;TRUE;60;3.7;black;solid;yellow;TRUE;wet;37;19;UK;51.507351;-0.127758
Maine coon;6.5;78;male;FALSE;53;4;brown/chocolate;tabby;yellow;FALSE;wet;31;13;UK;51.507351;-0.127758
Maine coon;1.58;19;male;TRUE;54;4.5;red/cream;tabby;green;FALSE;wet;14;19;UK;53.800755;-1.549077
Maine coon;5.75;69;male;FALSE;31;3.9;white;solid;blue;FALSE;dry;29;13;UK;53.800755;-1.549077
Maine coon;1.58;19;female;TRUE;53;5;black;solid;yellow;FALSE;wet;19;17;UK;53.800755;-1.549077
Maine coon;1.67;20;male;TRUE;35;3.9;brown/chocolate;tabby;yellow;FALSE;wet;34;19;UK;53.800755;-1.549077
Maine coon;1.67;20;male;FALSE;32;3.8;white;solid;blue;FALSE;wet;27;18;UK;51.507351;-0.127758
Maine coon;1.75;21;male;TRUE;36;3.3;red/cream;tabby;yellow;FALSE;wet;37;21;France;43.61166;3.87771
Maine coon;1.75;21;female;TRUE;53;4;black;bicolor;yellow;FALSE;dry;20;19;UK;53.480759;-2.242631
Maine coon;1.75;21;female;TRUE;60;4.5;black;solid;yellow;FALSE;dry;12;16;UK;53.408371;-2.991573
Maine coon;1.75;21;male;TRUE;58;3.1;black;solid;yellow;TRUE;wet;26;13;UK;53.408371;-2.991573
Maine coon;1.75;21;male;FALSE;42;3.7;black;solid;yellow;FALSE;wet;13;19;UK;51.507351;-0.127758
Maine coon;1.83;22;female;TRUE;58;5.3;red/cream;solid;yellow;FALSE;dry;14;20;UK;52.486244;-1.890401
Maine coon;1.83;22;female;FALSE;59;6.3;black;solid;yellow;FALSE;wet;13;16;UK;51.507351;-0.127758
Maine coon;1.92;23;male;TRUE;40;3.4;red/cream;tabby;yellow;FALSE;dry;12;20;Germany;51.227741;6.773456
Maine coon;1.92;23;female;TRUE;36;3.2;white;solid;blue;FALSE;dry;44;13;UK;51.507351;-0.127758
Maine coon;1.92;23;male;TRUE;53;4;red/cream;solid;yellow;FALSE;dry;30;18;Germany;52.520008;13.404954
Maine coon;2;24;male;TRUE;31;3;white;solid;yellow;TRUE;wet;34;13;UK;52.486244;-1.890401
Maine coon;2;24;female;TRUE;46;3.8;black;solid;yellow;FALSE;wet;24;13;UK;51.507351;-0.127758
Maine coon;2;24;female;FALSE;32;3.8;white;solid;blue;FALSE;dry;23;13;UK;52.486244;-1.890401
Maine coon;2;24;female;FALSE;38;3.3;brown/chocolate;tabby;yellow;FALSE;dry;29;13;UK;51.507351;-0.127758
Maine coon;2.08;25;female;TRUE;76;6.31;black;solid;yellow;FALSE;wet;33;13;UK;53.480759;-2.242631
Maine coon;2.08;25;female;FALSE;78;7.3;black;solid;yellow;FALSE;wet;14;13;UK;53.480759;-2.242631
Maine coon;2.17;26;female;FALSE;70;6;black;solid;yellow;FALSE;dry;25;13;UK;53.480759;-2.242631
Maine coon;2.17;26;female;FALSE;56;6.09;black;solid;green;FALSE;wet;38;13;UK;52.486244;-1.890401
Maine coon;2.17;26;male;FALSE;85;9;red/cream;tabby;yellow;FALSE;wet;32;13;UK;53.480759;-2.242631
Maine coon;2.17;26;female;TRUE;66;5.36;brown/chocolate;tabby;yellow;FALSE;wet;39;13;UK;52.486244;-1.890401
Maine coon;2.17;26;male;TRUE;51;9.4;brown/chocolate;tabby;yellow;FALSE;wet;39;17;UK;53.408371;-2.991573
Maine coon;2.17;26;male;TRUE;93;11.3;black;solid;yellow;FALSE;wet;29;13;UK;53.408371;-2.991573
Maine coon;2.17;26;female;TRUE;65;4.9;brown/chocolate;tabby;yellow;FALSE;dry;10;13;UK;52.486244;-1.890401
Maine coon;2.17;26;female;FALSE;59;6.61;black;solid;yellow;FALSE;wet;16;16;UK;53.408371;-2.991573
Maine coon;2.25;27;female;FALSE;66;8.42;brown/chocolate;tabby;yellow;FALSE;dry;15;13;UK;53.800755;-1.549077
Maine coon;2.25;27;female;TRUE;55;8.47;black;solid;yellow;FALSE;wet;10;13;UK;52.486244;-1.890401
Maine coon;2.33;28;male;FALSE;74;7.2;brown/chocolate;tabby;yellow;FALSE;wet;19;13;UK;51.507351;-0.127758
Maine coon;2.33;28;male;TRUE;68;9.9;red/cream;tabby;yellow;FALSE;dry;16;17;UK;53.408371;-2.991573
Maine coon;2.33;28;female;TRUE;80;6.9;black;solid;yellow;TRUE;wet;41;16;UK;52.486244;-1.890401
Maine coon;2.42;29;male;TRUE;71;8.3;red/cream;tabby;yellow;FALSE;wet;12;17;Germany;51.227741;6.773456
Maine coon;2.5;30;male;FALSE;56;8.5;brown/chocolate;tabby;green;FALSE;wet;10;16;Germany;52.520008;13.404954
Maine coon;2.5;30;male;TRUE;61;9.7;black;solid;yellow;FALSE;wet;21;13;Germany;48.137154;11.576124
Maine coon;2.5;30;male;TRUE;72;9.1;red/cream;tabby;yellow;FALSE;wet;24;13;Germany;48.137154;11.576124
Maine coon;2.58;31;female;TRUE;79;7.15;brown/chocolate;tabby;green;FALSE;dry;32;13;Germany;50.110924;8.682127
Maine coon;2.58;31;male;TRUE;85;9.4;red/cream;tabby;green;FALSE;dry;44;13;Germany;52.520008;13.404954
Maine coon;2.58;31;male;TRUE;55;8;brown/chocolate;tabby;yellow;FALSE;dry;17;13;UK;52.486244;-1.890401
Maine coon;2.58;31;male;TRUE;85;9.6;black;solid;yellow;TRUE;dry;27;13;UK;53.480759;-2.242631
Maine coon;2.58;31;female;TRUE;45;6.09;black;solid;yellow;FALSE;dry;35;13;UK;53.408371;-2.991573
Maine coon;2.67;32;male;TRUE;60;9.6;brown/chocolate;tabby;yellow;FALSE;wet;14;13;UK;53.480759;-2.242631
Maine coon;2.75;33;female;FALSE;69;7.77;black;solid;yellow;FALSE;dry;32;17;UK;52.486244;-1.890401
Maine coon;2.83;34;female;TRUE;53;3.75;red/cream;solid;yellow;FALSE;wet;20;13;UK;53.480759;-2.242631
Maine coon;2.83;34;female;TRUE;77;5;black;solid;yellow;FALSE;wet;28;17;UK;53.408371;-2.991573
Maine coon;2.83;34;male;TRUE;83;10.8;red/cream;tabby;green;FALSE;dry;31;17;USA;42.35843;-71.05977
Maine coon;2.92;35;male;TRUE;52;8.4;black;bicolor;yellow;FALSE;dry;12;13;USA;40.71427;-74.00597
Maine coon;2.92;35;male;FALSE;72;8;white;solid;yellow;FALSE;wet;25;17;USA;40.71427;-74.00597
Maine coon;3;36;male;TRUE;70;7.1;black;solid;yellow;FALSE;wet;28;16;USA;45.52345;-122.67621
Maine coon;3;36;female;TRUE;60;4.96;brown/chocolate;tabby;yellow;FALSE;dry;18;13;USA;45.52345;-122.67621
Maine coon;3;36;female;FALSE;41;5.36;black;solid;yellow;FALSE;wet;18;13;USA;39.29038;-76.61219
Maine coon;3.08;37;male;TRUE;62;10.4;red/cream;tabby;yellow;TRUE;wet;30;16;USA;41.881832;-87.623177
Maine coon;3.08;37;female;FALSE;79;6.55;black;solid;yellow;FALSE;wet;12;13;USA;42.35843;-71.05977
Maine coon;3.17;38;female;TRUE;62;7.12;brown/chocolate;solid;yellow;FALSE;wet;10;13;USA;41.881832;-87.623177
Maine coon;3.17;38;male;FALSE;53;7.1;black;bicolor;yellow;FALSE;wet;26;16;Germany;48.137154;11.576124
Maine coon;3.17;38;male;FALSE;80;9.8;black;solid;yellow;FALSE;dry;16;13;Germany;52.520008;13.404954
Maine coon;3.25;39;male;TRUE;72;10.8;brown/chocolate;solid;yellow;FALSE;dry;12;13;Germany;50.110924;8.682127
Maine coon;3.33;40;female;TRUE;80;5.47;black;solid;yellow;FALSE;wet;24;17;Germany;50.110924;8.682127
Maine coon;3.42;41;male;TRUE;60;10.1;brown/chocolate;tabby;yellow;FALSE;wet;15;13;Germany;50.110924;8.682127
Maine coon;3.42;41;male;FALSE;73;9.8;brown/chocolate;solid;yellow;FALSE;wet;37;13;Germany;52.520008;13.404954
Maine coon;3.58;43;female;FALSE;71;5.79;red/cream;solid;yellow;FALSE;dry;20;13;Germany;50.110924;8.682127
Maine coon;3.58;43;male;FALSE;67;10.5;brown/chocolate;tabby;yellow;FALSE;wet;12;16;Germany;48.137154;11.576124
Maine coon;3.58;43;female;FALSE;75;8.22;black;solid;yellow;FALSE;wet;39;16;USA;40.71427;-74.00597
Maine coon;3.58;43;female;TRUE;51;6.67;brown/chocolate;tabby;yellow;TRUE;dry;32;13;USA;42.35843;-71.05977
Maine coon;3.67;44;male;TRUE;53;7.3;brown/chocolate;tabby;yellow;FALSE;wet;36;13;USA;45.52345;-122.67621
Maine coon;3.75;45;female;TRUE;67;4.8;black;solid;green;FALSE;dry;20;13;USA;39.29038;-76.61219
Maine coon;3.83;46;female;TRUE;72;7.1;black;bicolor;yellow;FALSE;wet;26;13;USA;38.89511;-77.03637
Maine coon;3.83;46;female;TRUE;47;5.65;black;solid;green;FALSE;wet;20;13;USA;39.29038;-76.61219
Maine coon;3.83;46;female;FALSE;42;7.01;brown/chocolate;bicolor;yellow;FALSE;dry;27;13;USA;42.35843;-71.05977
Maine coon;3.83;46;female;TRUE;37;5.96;white;solid;blue;FALSE;wet;29;13;USA;47.60621;-122.33207
Maine coon;3.92;47;male;TRUE;67;7.8;brown/chocolate;tabby;green;FALSE;dry;35;13;USA;38.89511;-77.03637
Maine coon;4.08;49;female;TRUE;49;6.28;black;bicolor;yellow;TRUE;wet;10;13;USA;38.89511;-77.03637
Maine coon;4.08;49;female;TRUE;67;7.09;black;solid;yellow;FALSE;dry;27;13;USA;38.89511;-77.03637
Maine coon;4.08;49;male;FALSE;86;8.4;black;bicolor;yellow;FALSE;wet;11;13;USA;38.89511;-77.03637
Maine coon;4.08;49;female;FALSE;38;5.06;white;solid;blue;FALSE;wet;9;13;USA;37.77493;-122.41942
Maine coon;4.17;50;female;TRUE;39;8.21;brown/chocolate;solid;yellow;FALSE;wet;4;13;USA;40.71427;-74.00597
Maine coon;4.17;50;male;TRUE;79;11.5;red/cream;tabby;green;FALSE;wet;18;13;USA;40.71427;-74.00597
Maine coon;4.17;50;female;FALSE;57;7.44;black;solid;yellow;FALSE;dry;13;13;USA;38.89511;-77.03637
Maine coon;4.25;51;female;TRUE;69;8.68;black;bicolor;yellow;FALSE;dry;9;13;USA;40.71427;-74.00597
Maine coon;4.25;51;female;TRUE;70;5;black;solid;yellow;FALSE;dry;30;16;USA;40.71427;-74.00597
Maine coon;4.25;51;male;TRUE;83;10.5;brown/chocolate;tabby;yellow;TRUE;dry;37;13;USA;47.60621;-122.33207
Maine coon;4.25;51;male;FALSE;83;11.3;black;solid;yellow;FALSE;dry;36;16;USA;42.35843;-71.05977
Maine coon;4.33;52;male;TRUE;70;9.7;white;solid;blue;FALSE;wet;38;13;USA;45.52345;-122.67621
Maine coon;4.33;52;female;TRUE;48;4.88;black;solid;yellow;FALSE;wet;25;13;USA;42.35843;-71.05977
Maine coon;4.33;52;male;TRUE;63;10.3;brown/chocolate;tabby;yellow;FALSE;dry;27;13;USA;41.881832;-87.623177
Maine coon;4.42;53;female;TRUE;77;6.39;black;solid;yellow;FALSE;wet;33;16;USA;39.29038;-76.61219
Maine coon;4.42;53;female;FALSE;79;6.25;black;solid;green;FALSE;wet;19;13;USA;38.89511;-77.03637
Maine coon;4.42;53;female;FALSE;46;6.62;black;tortie;yellow;FALSE;wet;12;13;USA;42.35843;-71.05977
Maine coon;4.5;54;female;TRUE;72;4.8;black;solid;yellow;FALSE;wet;26;17;USA;40.71427;-74.00597
Maine coon;4.58;55;male;FALSE;58;7.5;red/cream;tabby;yellow;FALSE;wet;18;13;USA;38.89511;-77.03637
Maine coon;4.58;55;male;TRUE;57;8.7;red/cream;solid;yellow;FALSE;dry;19;13;USA;40.71427;-74.00597
Maine coon;4.67;56;male;TRUE;71;7;brown/chocolate;tabby;yellow;TRUE;wet;21;13;USA;40.71427;-74.00597
Maine coon;4.67;56;male;TRUE;51;9;brown/chocolate;tabby;yellow;FALSE;wet;21;13;USA;42.35843;-71.05977
Maine coon;4.75;57;female;TRUE;50;5.92;black;solid;yellow;FALSE;wet;9;13;USA;40.71427;-74.00597
Maine coon;4.75;57;female;TRUE;48;6.31;black;solid;green;FALSE;wet;34;13;USA;37.77493;-122.41942
Maine coon;4.75;57;male;TRUE;84;11.3;black;solid;yellow;TRUE;wet;15;13;USA;40.71427;-74.00597
Maine coon;4.83;58;male;FALSE;54;7;brown/chocolate;tabby;green;FALSE;wet;37;13;USA;47.60621;-122.33207
Maine coon;4.83;58;female;FALSE;74;4.95;black;tortie;yellow;FALSE;wet;27;13;USA;40.71427;-74.00597
Maine coon;4.83;58;female;TRUE;42;6.19;brown/chocolate;tabby;yellow;FALSE;dry;25;13;USA;40.71427;-74.00597
Maine coon;4.92;59;female;TRUE;39;4.54;white;solid;blue;FALSE;dry;34;13;USA;42.35843;-71.05977
Maine coon;4.92;59;female;TRUE;56;8.89;black;solid;yellow;FALSE;wet;12;13;USA;41.881832;-87.623177
Maine coon;5;60;female;TRUE;59;5.76;black;solid;yellow;FALSE;dry;34;13;USA;47.60621;-122.33207
Maine coon;5;60;male;FALSE;48;8.1;black;solid;yellow;FALSE;wet;31;17;USA;37.77493;-122.41942
Maine coon;5;60;male;TRUE;76;8.4;black;solid;green;FALSE;wet;27;13;USA;45.52345;-122.67621
Maine coon;5;60;female;TRUE;68;4.23;black;solid;yellow;FALSE;wet;16;16;USA;41.881832;-87.623177
Maine coon;5;60;male;TRUE;77;10.6;red/cream;tabby;yellow;TRUE;wet;22;13;USA;40.71427;-74.00597
Maine coon;5;60;male;FALSE;72;8.1;brown/chocolate;solid;yellow;FALSE;dry;11;13;USA;45.52345;-122.67621
Maine coon;5.08;61;female;TRUE;49;8.26;black;solid;yellow;FALSE;dry;34;13;USA;47.60621;-122.33207
Maine coon;5.08;61;male;TRUE;85;9.8;black;solid;yellow;FALSE;dry;23;13;USA;40.71427;-74.00597
Maine coon;5.17;62;female;TRUE;72;5.31;black;solid;yellow;FALSE;wet;24;13;USA;40.71427;-74.00597
Maine coon;5.17;62;male;FALSE;83;10.5;black;solid;yellow;FALSE;wet;37;17;USA;47.60621;-122.33207
Maine coon;5.17;62;female;TRUE;42;6.11;black;solid;yellow;FALSE;wet;30;13;USA;40.71427;-74.00597
Maine coon;5.17;62;male;TRUE;68;9.7;red/cream;solid;yellow;FALSE;wet;9;16;USA;39.29038;-76.61219
Maine coon;5.25;63;male;TRUE;88;8.8;brown/chocolate;solid;yellow;TRUE;dry;4;13;USA;37.77493;-122.41942
Maine coon;5.25;63;female;TRUE;51;7.89;black;solid;yellow;FALSE;dry;29;13;USA;38.89511;-77.03637
Maine coon;5.25;63;female;TRUE;53;3.76;brown/chocolate;solid;yellow;FALSE;wet;18;13;Canada;45.508888;-73.561668
Maine coon;5.25;63;male;FALSE;79;11.6;black;solid;yellow;FALSE;dry;11;13;Canada;49.246292;-123.116226
Maine coon;5.33;64;female;FALSE;64;6.67;black;bicolor;yellow;FALSE;wet;24;13;Canada;51.049999;-114.066666
Maine coon;5.33;64;female;TRUE;53;7.1;black;solid;yellow;TRUE;wet;18;16;Canada;51.049999;-114.066666
Maine coon;5.42;65;female;TRUE;57;8.18;brown/chocolate;tabby;yellow;FALSE;wet;14;16;Canada;43.65107;-79.347015
Maine coon;5.42;65;male;FALSE;66;7.5;red/cream;tabby;yellow;FALSE;wet;10;13;Canada;49.246292;-123.116226
Maine coon;5.42;65;male;TRUE;51;9.2;black;solid;yellow;FALSE;dry;18;13;Canada;43.65107;-79.347015
Maine coon;5.5;66;female;TRUE;52;6.36;black;solid;yellow;TRUE;dry;10;13;Canada;51.049999;-114.066666
Maine coon;5.5;66;male;TRUE;57;10;black;solid;yellow;FALSE;dry;34;13;Canada;43.65107;-79.347015
Maine coon;5.58;67;male;FALSE;68;10.2;red/cream;tabby;green;FALSE;wet;36;16;Canada;49.246292;-123.116226
Maine coon;5.58;67;female;TRUE;73;7.6;black;solid;green;FALSE;wet;27;13;Canada;49.246292;-123.116226
Maine coon;5.58;67;female;TRUE;73;6.15;black;solid;yellow;FALSE;wet;35;13;Canada;51.049999;-114.066666
Maine coon;5.58;67;female;FALSE;39;4.76;white;solid;blue;FALSE;wet;10;17;Canada;43.65107;-79.347015
Maine coon;5.58;67;female;FALSE;70;4.6;black;tortie;yellow;FALSE;wet;18;13;Canada;45.508888;-73.561668
Maine coon;5.67;68;female;TRUE;71;5.2;black;solid;yellow;FALSE;dry;18;13;Canada;51.049999;-114.066666
Maine coon;5.67;68;female;FALSE;56;5.8;black;solid;green;FALSE;wet;31;13;Canada;45.508888;-73.561668
Maine coon;5.67;68;male;TRUE;83;8.1;brown/chocolate;tabby;yellow;FALSE;dry;28;13;Canada;49.246292;-123.116226
Maine coon;5.67;68;male;FALSE;80;9.6;red/cream;tabby;yellow;FALSE;dry;13;17;Canada;45.42153;-75.697193
Maine coon;5.75;69;female;TRUE;43;7.65;brown/chocolate;tortie;green;FALSE;wet;36;16;Canada;43.65107;-79.347015
Maine coon;5.75;69;female;TRUE;39;6.29;white;solid;blue;FALSE;wet;30;13;Canada;51.049999;-114.066666
Maine coon;5.75;69;male;TRUE;51;8.9;black;solid;yellow;TRUE;dry;14;13;USA;41.881832;-87.623177
Maine coon;5.75;69;female;FALSE;68;5.58;black;tortie;yellow;FALSE;dry;15;16;USA;39.29038;-76.61219
Maine coon;5.75;69;female;TRUE;51;5.91;white;solid;yellow;TRUE;wet;13;13;USA;45.52345;-122.67621
Maine coon;5.83;70;male;TRUE;51;7.9;black;solid;yellow;TRUE;wet;21;13;USA;40.71427;-74.00597
Maine coon;5.92;71;male;FALSE;76;10.4;red/cream;tabby;yellow;FALSE;wet;28;13;USA;38.89511;-77.03637
Maine coon;5.92;71;female;TRUE;43;5.59;black;solid;yellow;FALSE;wet;18;13;USA;42.35843;-71.05977
Maine coon;5.92;71;male;TRUE;56;7;red/cream;tabby;yellow;FALSE;dry;30;13;USA;42.35843;-71.05977
Maine coon;6;72;female;TRUE;59;7.56;black;solid;yellow;FALSE;wet;20;16;USA;38.89511;-77.03637
Maine coon;6;72;male;FALSE;83;10;black;solid;green;FALSE;wet;10;13;USA;42.35843;-71.05977
Maine coon;6.08;73;male;FALSE;72;9.3;brown/chocolate;tabby;green;FALSE;wet;35;13;USA;40.71427;-74.00597
Maine coon;6.17;74;male;TRUE;58;9.1;black;solid;yellow;TRUE;wet;20;13;USA;41.881832;-87.623177
Maine coon;6.17;74;female;FALSE;55;5;black;solid;yellow;FALSE;dry;31;13;USA;38.89511;-77.03637
